Virus,Host,blastScore,crisprScore,mashScore,wishScore
NC_009760,NC_010845,NaN,NaN,0.517779,-1.39247
NC_009760,NC_013421,NaN,NaN,0.517779,-1.40838
NC_009760,NC_017845,NaN,NaN,0.517779,-1.40791
NC_009760,NC_010843,NaN,NaN,0.517779,-1.39248
NC_009760,NC_011999,150.0,NaN,NaN,-1.37931
# Std,,42.426,NaN,0.016,0.011
NC_009761,NC_022113,49544.0,NaN,0.820956,-1.33361
NC_009761,NC_003923,40194.0,NaN,0.821275,-1.33308
NC_009761,NC_013450,37906.0,NaN,0.786841,-1.31427
# Std,,5034.332,NaN,0.016,0.009
NC_009762,NC_018608,58178.0,NaN,0.817774,-1.30019
NC_009762,NC_017763,35978.0,NaN,0.820756,-1.33001
NC_009762,NC_018608,58178.0,NaN,0.817774,-1.30019
# Std,,10465.18,NaN,0.001,0.014
NC_009763,NC_007795,54718.0,NaN,0.825555,-1.33697
NC_009763,NC_022113,48166.0,NaN,0.828159,-1.33664
NC_009763,NC_013450,36768.0,NaN,0.789024,-1.31756
# Std,,7416.54,NaN,0.018,0.009
NC_009803,NC_019386,266.0,NaN,0.537086,-1.38232
NC_009803,NC_019386,266.0,NaN,0.537086,-1.38232
NC_009803,NC_013385,70.0,NaN,NaN,-1.37024
# Std,,92.395,NaN,0.0,0.006
NC_009804,NC_017587,266.0,NaN,0.517779,-1.38001
NC_009804,NC_019386,250.0,NaN,0.537086,-1.38474
NC_009804,NC_013385,70.0,NaN,NaN,-1.37088
# Std,,88.864,NaN,0.01,0.006
NC_009810,NC_003212,26816.0,28.0,0.781127,-1.3299
NC_009810,NC_017547,372.0,35.0,0.484772,-1.35121
NC_009810,NC_021823,2082.0,35.0,0.634071,-1.3491
NC_009810,NC_003212,26816.0,28.0,0.781127,-1.3299
NC_009810,NC_021829,24692.0,NaN,0.774302,-1.32787
# Std,,12225.765,3.5,0.117,0.01
NC_009811,NC_016011,916.0,NaN,0.484772,-1.36788
NC_009811,NC_018587,846.0,30.0,0.56141,-1.37118
NC_009811,NC_018591,838.0,30.0,0.56141,-1.37094
NC_009811,NC_021826,846.0,30.0,0.5507850000000001,-1.37027
NC_009811,NC_021838,846.0,30.0,0.56141,-1.37563
NC_009811,NC_013123,NaN,NaN,0.570091,-1.37863
NC_009811,NC_015275,94.0,NaN,NaN,-1.34656
# Std,,286.1,0.0,0.029,0.01
NC_009812,NC_017529,31274.0,NaN,0.792379,-1.32496
NC_009812,NC_013766,14094.0,36.0,0.763555,-1.32982
NC_009812,NC_013768,14098.0,36.0,0.76301,-1.33133
NC_009812,NC_017544,550.0,36.0,0.5507850000000001,-1.34482
NC_009812,NC_017547,144.0,36.0,0.537086,-1.34495
NC_009812,NC_018592,13042.0,36.0,0.7182930000000001,-1.33698
NC_009812,NC_021823,14154.0,36.0,0.758252,-1.33183
NC_009812,NC_021837,14888.0,36.0,0.760038,-1.34377
NC_009812,NC_022568,13042.0,36.0,0.7182930000000001,-1.33697
NC_009812,NC_017529,31274.0,NaN,0.792379,-1.32496
NC_009812,NC_017537,31266.0,NaN,0.792379,-1.3249
NC_009812,NC_017537,31266.0,NaN,0.792379,-1.3249
# Std,,10908.164,0.0,0.086,0.008
NC_009813,NC_003212,45534.0,30.0,0.82318,-1.33368
NC_009813,NC_017547,382.0,37.0,0.570091,-1.34909
NC_009813,NC_021823,382.0,37.0,0.570091,-1.34722
NC_009813,NC_003212,45534.0,30.0,0.82318,-1.33368
NC_009813,NC_003212,45534.0,30.0,0.82318,-1.33368
# Std,,22119.872,3.429,0.124,0.007
NC_009814,NC_018592,874.0,NaN,0.517779,-1.38909
NC_009814,NC_022568,874.0,NaN,0.517779,-1.3891
NC_009814,NC_017545,90.0,28.0,NaN,-1.38891
NC_009814,NC_018592,874.0,NaN,0.517779,-1.38909
NC_009814,NC_022568,874.0,NaN,0.517779,-1.3891
NC_009814,NC_020514,NaN,NaN,NaN,-1.38415
# Std,,313.6,0.0,0.0,0.002
NC_009815,NC_013766,32466.0,35.0,0.780658,-1.34418
NC_009815,NC_013768,32466.0,35.0,0.780374,-1.34572
NC_009815,NC_017547,422.0,37.0,0.570091,-1.3464
NC_009815,NC_021823,28396.0,37.0,0.758705,-1.34407
NC_009815,NC_021826,30340.0,28.0,0.7964640000000001,-1.34219
NC_009815,NC_021837,20970.0,35.0,0.78314,-1.32634
# Std,,11312.106,3.041,0.079,0.007
NC_009816,NC_018531,396.0,NaN,NaN,-1.4254
NC_009816,NC_014837,208.0,NaN,0.484772,-1.43383
NC_009816,NC_015564,294.0,NaN,0.484772,-1.42563
NC_009816,NC_016604,260.0,NaN,0.484772,-1.45181
NC_009816,NC_008260,NaN,NaN,0.484772,-1.41905
NC_009816,NC_005061,NaN,NaN,0.484772,-1.41495
NC_009816,NC_016603,NaN,NaN,0.484772,-1.43892
NC_009816,NC_019908,NaN,NaN,0.484772,-1.45099
NC_009816,NC_016041,NaN,NaN,0.484772,-1.42692
NC_009816,NC_019695,NaN,NaN,0.484772,-1.42886
NC_009816,NC_014259,NaN,NaN,0.484772,-1.44041
NC_009816,NC_009715,NaN,NaN,0.484772,-1.43203
NC_009816,NC_015732,NaN,NaN,0.484772,-1.41846
NC_009816,NC_019689,NaN,NaN,0.484772,-1.41831
NC_009816,NC_014330,NaN,NaN,0.484772,-1.45148
NC_009816,NC_020831,NaN,NaN,0.484772,-1.40086
NC_009816,NC_018664,NaN,NaN,0.484772,-1.4479
NC_009816,NC_009439,NaN,NaN,0.484772,-1.45323
NC_009816,NC_014098,NaN,NaN,0.484772,-1.42418
NC_009816,NC_015662,NaN,NaN,0.484772,-1.40555
NC_009816,NC_007484,NaN,NaN,0.484772,-1.40818
NC_009816,NC_010544,NaN,NaN,0.484772,-1.42609
NC_009816,NC_011047,NaN,NaN,0.484772,-1.41279
NC_009816,NC_001382,NaN,NaN,NaN,-1.38641
# Std,,68.693,NaN,0.0,0.017
NC_009817,NC_002662,864.0,NaN,0.5989530000000001,-1.3603
NC_009817,NC_002662,864.0,NaN,0.5989530000000001,-1.3603
NC_009817,NC_015275,58.0,NaN,NaN,-1.34372
# Std,,379.952,NaN,0.0,0.008
NC_009818,NC_017549,27796.0,NaN,0.735285,-1.31172
NC_009818,NC_008463,66.0,32.0,NaN,-1.31478
NC_009818,NC_017549,27796.0,NaN,0.735285,-1.31172
NC_009818,NC_011770,14848.0,NaN,0.7239329999999999,-1.30431
# Std,,11433.817,0.0,0.005,0.004
NC_009819,NC_012471,20498.0,NaN,0.811852,-1.37031
NC_009819,NC_011375,20258.0,33.0,0.81092,-1.33754
NC_009819,NC_004606,20374.0,NaN,0.820434,-1.32295
NC_009819,NC_004606,20374.0,NaN,0.820434,-1.32295
# Std,,84.876,0.0,0.005,0.019
NC_009820,NC_010397,1426.0,NaN,NaN,-1.34329
NC_009820,NC_002973,82.0,NaN,0.484772,-1.44827
NC_009820,NC_003212,82.0,NaN,0.484772,-1.45283
NC_009820,NC_008278,56.0,NaN,0.484772,-1.37704
NC_009820,NC_008611,86.0,NaN,0.484772,-1.36051
NC_009820,NC_009480,74.0,NaN,0.484772,-1.39444
NC_009820,NC_010612,146.0,NaN,0.484772,-1.34495
NC_009820,NC_011660,82.0,NaN,0.484772,-1.44783
NC_009820,NC_012488,82.0,NaN,0.484772,-1.44846
NC_009820,NC_013521,80.0,NaN,0.484772,-1.39273
NC_009820,NC_014364,54.0,NaN,0.484772,-1.40595
NC_009820,NC_015434,56.0,NaN,0.484772,-1.37057
NC_009820,NC_017529,82.0,NaN,0.484772,-1.44847
NC_009820,NC_017537,82.0,NaN,0.484772,-1.44839
NC_009820,NC_017544,82.0,NaN,0.484772,-1.44934
NC_009820,NC_017728,76.0,NaN,0.484772,-1.4482
NC_009820,NC_018524,70.0,NaN,0.484772,-1.37428
NC_009820,NC_018584,82.0,NaN,0.484772,-1.44957
NC_009820,NC_018585,82.0,NaN,0.484772,-1.44879
NC_009820,NC_018586,82.0,NaN,0.484772,-1.4492
NC_009820,NC_018587,82.0,NaN,0.484772,-1.44872
NC_009820,NC_018590,82.0,NaN,0.484772,-1.44808
NC_009820,NC_018591,82.0,NaN,0.484772,-1.44862
NC_009820,NC_018592,82.0,NaN,0.484772,-1.44961
NC_009820,NC_018642,82.0,NaN,0.484772,-1.44853
NC_009820,NC_019556,82.0,NaN,0.484772,-1.44829
NC_009820,NC_020133,86.0,NaN,0.484772,-1.35589
NC_009820,NC_021824,82.0,NaN,0.484772,-1.44899
NC_009820,NC_021825,82.0,NaN,0.484772,-1.44912
NC_009820,NC_021826,82.0,NaN,0.484772,-1.44958
NC_009820,NC_021827,82.0,NaN,0.484772,-1.44926
NC_009820,NC_021829,82.0,NaN,0.484772,-1.44986
NC_009820,NC_021830,82.0,NaN,0.484772,-1.4492
NC_009820,NC_021838,82.0,NaN,0.484772,-1.45037
NC_009820,NC_021839,82.0,NaN,0.484772,-1.44905
NC_009820,NC_021840,82.0,NaN,0.484772,-1.44926
NC_009820,NC_022568,82.0,NaN,0.484772,-1.44949
NC_009820,NC_023150,68.0,NaN,0.484772,-1.36544
NC_009820,NC_011145,NaN,NaN,0.484772,-1.4075
NC_009820,NC_018012,NaN,NaN,0.484772,-1.37128
NC_009820,NC_010102,NaN,NaN,0.484772,-1.38997
NC_009820,NC_011080,NaN,NaN,0.484772,-1.39034
NC_009820,NC_014958,NaN,NaN,0.484772,-1.38065
NC_009820,NC_003197,NaN,NaN,0.484772,-1.39038
NC_009820,NC_016857,NaN,NaN,0.484772,-1.39041
NC_009820,NC_022991,NaN,NaN,0.484772,-1.39178
NC_009820,NC_016856,NaN,NaN,0.484772,-1.39037
NC_009820,NC_013166,NaN,NaN,0.484772,-1.42396
NC_009820,NC_017046,NaN,NaN,0.484772,-1.39035
NC_009820,NC_022544,NaN,NaN,0.484772,-1.39058
NC_009820,NC_018106,NaN,NaN,0.484772,-1.38303
NC_009820,NC_002939,NaN,NaN,0.484772,-1.36448
NC_009820,NC_011149,NaN,NaN,0.484772,-1.39181
NC_009820,NC_011666,NaN,NaN,0.484772,-1.38483
NC_009820,NC_007722,NaN,NaN,0.484772,-1.36906
NC_009820,NC_011094,NaN,NaN,0.484772,-1.39057
NC_009820,NC_021491,NaN,NaN,0.484772,-1.36194
NC_009820,NC_007298,NaN,NaN,0.484772,-1.36814
NC_009820,NC_021814,NaN,NaN,0.484772,-1.39165
NC_009820,NC_021820,NaN,NaN,0.484772,-1.38997
NC_009820,NC_021984,NaN,NaN,0.484772,-1.39004
NC_009820,NC_016863,NaN,NaN,0.484772,-1.39061
NC_009820,NC_015376,NaN,NaN,0.484772,-1.38537
NC_009820,NC_017454,NaN,NaN,0.484772,-1.3651
NC_009820,NC_016831,NaN,NaN,0.484772,-1.39018
NC_009820,NC_017911,NaN,NaN,0.484772,-1.36385
NC_009820,NC_022569,NaN,NaN,0.484772,-1.39046
NC_009820,NC_014831,NaN,NaN,0.484772,-1.38162
NC_009820,NC_011294,NaN,NaN,0.484772,-1.39117
NC_009820,NC_018531,NaN,NaN,0.484772,-1.35045
NC_009820,NC_007516,NaN,NaN,0.484772,-1.36605
NC_009820,NC_014365,NaN,NaN,0.484772,-1.39238
NC_009820,NC_013851,NaN,NaN,0.484772,-1.37648
NC_009820,NC_008711,NaN,NaN,0.484772,-1.35081
NC_009820,NC_016810,NaN,NaN,0.484772,-1.3904
NC_009820,NC_011274,NaN,NaN,0.484772,-1.39129
NC_009820,NC_007952,NaN,NaN,0.484772,-1.36685
NC_009820,NC_008687,NaN,NaN,0.484772,-1.3803
NC_009820,NC_011205,NaN,NaN,0.484772,-1.39047
NC_009820,NC_022221,NaN,NaN,0.484772,-1.39022
NC_009820,NC_022525,NaN,NaN,0.484772,-1.39077
NC_009820,NC_013037,NaN,NaN,0.484772,-1.38127
NC_009820,NC_005027,NaN,NaN,0.484772,-1.3672
NC_009820,NC_012724,NaN,NaN,0.484772,-1.37768
NC_009820,NC_020307,NaN,NaN,0.484772,-1.39203
NC_009820,NC_021151,NaN,NaN,0.484772,-1.3918
NC_009820,NC_016612,NaN,NaN,0.484772,-1.38447
NC_009820,NC_019966,86.0,NaN,NaN,-1.34314
# Std,,213.028,NaN,0.0,0.034
NC_009821,NC_020833,256.0,NaN,NaN,-1.389
NC_009821,NC_020834,256.0,NaN,NaN,-1.38853
NC_009821,NC_021082,256.0,NaN,NaN,-1.38947
NC_009821,NC_021738,256.0,NaN,NaN,-1.39
NC_009821,NC_021739,256.0,NaN,NaN,-1.389
NC_009821,NC_021743,256.0,NaN,NaN,-1.38884
NC_009821,NC_021883,256.0,NaN,NaN,-1.38971
NC_009821,NC_015499,NaN,NaN,0.517779,-1.39279
NC_009821,NC_002771,NaN,NaN,0.517779,-1.39975
NC_009821,NC_015277,NaN,NaN,NaN,-1.37514
# Std,,0.0,NaN,0.0,0.006
NC_009875,NC_011999,184.0,NaN,NaN,-1.32482
NC_009875,NC_014497,48.0,NaN,0.517779,-1.36244
NC_009875,NC_018415,52.0,NaN,0.517779,-1.36028
NC_009875,NC_018417,NaN,NaN,0.517779,-1.36015
NC_009875,NC_016941,48.0,NaN,NaN,-1.29481
# Std,,58.335,NaN,0.0,0.027
NC_009904,NC_017481,738.0,NaN,NaN,-1.36157
NC_009904,NC_004668,454.0,NaN,0.517779,-1.36614
NC_009904,NC_005364,88.0,NaN,0.517779,-1.39054
NC_009904,NC_007332,144.0,NaN,0.517779,-1.3836
NC_009904,NC_007633,88.0,NaN,0.517779,-1.37376
NC_009904,NC_010471,274.0,NaN,0.517779,-1.3765
NC_009904,NC_014751,88.0,NaN,0.517779,-1.3734
NC_009904,NC_017312,464.0,NaN,0.517779,-1.36789
NC_009904,NC_017316,450.0,NaN,0.517779,-1.36929
NC_009904,NC_017521,88.0,NaN,0.517779,-1.37311
NC_009904,NC_018221,448.0,NaN,0.517779,-1.36768
NC_009904,NC_019770,464.0,NaN,0.517779,-1.36969
NC_009904,NC_021025,88.0,NaN,0.517779,-1.38995
NC_009904,NC_021314,376.0,NaN,0.517779,-1.36727
NC_009904,NC_021485,306.0,NaN,0.517779,-1.3593
NC_009904,NC_021831,140.0,NaN,0.517779,-1.38188
NC_009904,NC_010552,NaN,NaN,0.517779,-1.45729
NC_009904,NC_009255,NaN,NaN,0.517779,-1.45153
NC_009904,NC_010086,NaN,NaN,0.517779,-1.45283
NC_009904,NC_017921,NaN,NaN,0.517779,-1.45013
NC_009904,NC_011899,NaN,NaN,0.517779,-1.37868
NC_009904,NC_011001,NaN,NaN,0.517779,-1.46174
NC_009904,NC_018415,NaN,NaN,0.517779,-1.38203
NC_009904,NC_010003,NaN,NaN,0.517779,-1.36496
NC_009904,NC_018514,NaN,NaN,0.517779,-1.45887
NC_009904,NC_003366,NaN,NaN,0.517779,-1.36545
NC_009904,NC_011374,NaN,NaN,0.517779,-1.37601
NC_009904,NC_010515,NaN,NaN,0.517779,-1.46196
NC_009904,NC_008543,NaN,NaN,0.517779,-1.45977
NC_009904,NC_008061,NaN,NaN,0.517779,-1.45642
NC_009904,NC_008391,NaN,NaN,0.517779,-1.45518
NC_009904,NC_010805,NaN,NaN,0.517779,-1.45223
NC_009904,NC_011047,NaN,NaN,0.517779,-1.37642
NC_009904,NC_015275,NaN,NaN,NaN,-1.34671
# Std,,192.719,NaN,0.0,0.04
NC_009935,NC_007434,144.0,NaN,NaN,-1.39202
NC_009935,NC_010571,50.0,NaN,0.484772,-1.36336
NC_009935,NC_010572,50.0,NaN,0.484772,-1.37089
NC_009935,NC_013440,52.0,NaN,0.484772,-1.3665
NC_009935,NC_013947,50.0,NaN,0.484772,-1.35863
NC_009935,NC_014828,50.0,NaN,0.484772,-1.37846
NC_009935,NC_015434,54.0,NaN,0.484772,-1.36335
NC_009935,NC_016109,52.0,NaN,0.484772,-1.38535
NC_009935,NC_017059,52.0,NaN,0.484772,-1.35857
NC_009935,NC_017075,52.0,NaN,0.484772,-1.37725
NC_009935,NC_017082,50.0,NaN,0.484772,-1.35878
NC_009935,NC_020520,52.0,NaN,0.484772,-1.36897
NC_009935,NC_013235,NaN,NaN,0.484772,-1.36942
NC_009935,NC_016843,NaN,NaN,0.484772,-1.40429
NC_009935,NC_015161,NaN,NaN,0.484772,-1.35784
NC_009935,NC_016844,NaN,NaN,0.484772,-1.4044
NC_009935,NC_020211,NaN,NaN,0.484772,-1.3724
NC_009935,NC_016848,NaN,NaN,0.484772,-1.40432
NC_009935,NC_015174,NaN,NaN,0.484772,-1.37302
NC_009935,NC_021490,NaN,NaN,0.484772,-1.40433
NC_009935,NC_006347,NaN,NaN,0.484772,-1.42557
NC_009935,NC_016776,NaN,NaN,0.484772,-1.42434
NC_009935,NC_013929,NaN,NaN,0.484772,-1.36436
NC_009935,NC_010741,NaN,NaN,0.484772,-1.40454
NC_009935,NC_014119,NaN,NaN,0.484772,-1.37122
NC_009935,NC_016842,NaN,NaN,0.484772,-1.40444
NC_009935,NC_021741,NaN,NaN,0.484772,-1.37218
NC_009935,NC_021179,NaN,NaN,0.484772,-1.40455
NC_009935,NC_011768,NaN,NaN,0.484772,-1.38307
NC_009935,NC_018722,NaN,NaN,0.484772,-1.40456
NC_009935,NC_000919,NaN,NaN,0.484772,-1.40436
NC_009935,NC_017268,NaN,NaN,0.484772,-1.40412
NC_009935,NC_003228,NaN,NaN,0.484772,-1.42489
NC_009935,NC_021508,NaN,NaN,0.484772,-1.40445
NC_009935,NC_012483,NaN,NaN,0.484772,-1.3545
NC_009935,NC_022738,50.0,NaN,NaN,-1.34115
# Std,,24.768,NaN,0.0,0.022
NC_009936,NC_021173,136.0,NaN,NaN,-1.40714
NC_009936,NC_002947,74.0,NaN,0.484772,-1.3666
NC_009936,NC_014365,54.0,NaN,0.484772,-1.40395
NC_009936,NC_017030,66.0,NaN,0.484772,-1.39795
NC_009936,NC_017530,NaN,NaN,0.484772,-1.36798
NC_009936,NC_014761,NaN,NaN,0.484772,-1.39265
NC_009936,NC_018079,NaN,NaN,0.484772,-1.39054
NC_009936,NC_014121,NaN,NaN,0.484772,-1.39009
NC_009936,NC_017986,NaN,NaN,0.484772,-1.36798
NC_009936,NC_016818,NaN,NaN,0.484772,-1.4053
NC_009936,NC_018220,NaN,NaN,0.484772,-1.36513
NC_009936,NC_014925,NaN,NaN,0.484772,-1.45393
NC_009936,NC_011144,NaN,NaN,0.484772,-1.39817
NC_009936,NC_009832,NaN,NaN,0.484772,-1.39342
NC_009936,NC_009439,NaN,NaN,0.484772,-1.3764
NC_009936,NC_009512,NaN,NaN,0.484772,-1.36874
NC_009936,NC_017568,NaN,NaN,0.484772,-1.45227
NC_009936,NC_011662,NaN,NaN,0.484772,-1.38624
NC_009936,NC_020829,NaN,NaN,0.484772,-1.37423
NC_009936,NC_018691,NaN,NaN,0.484772,-1.37669
NC_009936,NC_022738,NaN,NaN,NaN,-1.363
# Std,,31.698,NaN,0.0,0.025
NC_009993,NC_018581,626.0,NaN,NaN,-1.28892
NC_009993,NC_014318,122.0,NaN,0.5507850000000001,-1.2987
NC_009993,NC_017186,122.0,NaN,0.5507850000000001,-1.29868
NC_009993,NC_018266,122.0,NaN,0.5507850000000001,-1.29869
NC_009993,NC_022116,122.0,NaN,0.5507850000000001,-1.2987
NC_009993,NC_017904,106.0,NaN,0.484772,-1.2814
# Std,,189.113,NaN,0.026,0.007
NC_010105,NC_007984,254.0,NaN,NaN,-1.38589
NC_010105,NC_014225,92.0,NaN,0.537086,-1.39725
NC_010105,NC_017770,NaN,NaN,NaN,-1.36749
# Std,,81.0,NaN,0.0,0.012
NC_010106,NC_011750,618.0,NaN,NaN,-1.40465
NC_010106,NC_011751,618.0,NaN,NaN,-1.40266
NC_010106,NC_017626,618.0,NaN,NaN,-1.40182
NC_010106,NC_017646,618.0,NaN,NaN,-1.40238
NC_010106,NC_002663,532.0,NaN,0.484772,-1.39995
NC_010106,NC_006512,318.0,NaN,0.484772,-1.39811
NC_010106,NC_008750,300.0,NaN,0.484772,-1.39331
NC_010106,NC_009438,284.0,NaN,0.484772,-1.39274
NC_010106,NC_016808,502.0,NaN,0.484772,-1.40054
NC_010106,NC_017027,492.0,NaN,0.484772,-1.39955
NC_010106,NC_017256,432.0,NaN,0.484772,-1.40193
NC_010106,NC_017566,290.0,NaN,0.484772,-1.39147
NC_010106,NC_017764,508.0,NaN,0.484772,-1.39941
NC_010106,NC_018417,52.0,NaN,0.484772,-1.3947
NC_010106,NC_020450,50.0,NaN,0.484772,-1.39508
NC_010106,NC_021286,318.0,NaN,0.484772,-1.39812
NC_010106,NC_017592,NaN,NaN,0.484772,-1.39123
NC_010106,NC_015408,NaN,NaN,0.484772,-1.40347
NC_010106,NC_022439,NaN,NaN,0.484772,-1.40354
NC_010106,NC_017591,NaN,NaN,0.484772,-1.39314
NC_010106,NC_014498,NaN,NaN,0.484772,-1.39264
NC_010106,NC_017243,NaN,NaN,0.484772,-1.43054
NC_010106,NC_021715,NaN,NaN,0.484772,-1.47348
NC_010106,NC_012467,NaN,NaN,0.484772,-1.3915
NC_010106,NC_003028,NaN,NaN,0.484772,-1.39323
NC_010106,NC_007168,NaN,NaN,0.484772,-1.40401
NC_010106,NC_018594,NaN,NaN,0.484772,-1.39124
NC_010106,NC_017593,NaN,NaN,0.484772,-1.39131
NC_010106,NC_022440,NaN,NaN,0.484772,-1.40362
NC_010106,NC_012466,NaN,NaN,0.484772,-1.392
NC_010106,NC_014251,NaN,NaN,0.484772,-1.39308
NC_010106,NC_008533,NaN,NaN,0.484772,-1.39098
NC_010106,NC_010582,NaN,NaN,0.484772,-1.39177
NC_010106,NC_010380,NaN,NaN,0.484772,-1.39257
NC_010106,NC_017769,NaN,NaN,0.484772,-1.39258
NC_010106,NC_022441,NaN,NaN,0.484772,-1.40336
NC_010106,NC_012468,NaN,NaN,0.484772,-1.39212
NC_010106,NC_012985,NaN,NaN,0.484772,-1.39967
NC_010106,NC_011072,NaN,NaN,0.484772,-1.39173
NC_010106,NC_011900,NaN,NaN,0.484772,-1.39237
NC_010106,NC_019693,NaN,NaN,0.484772,-1.40502
NC_010106,NC_020549,NaN,NaN,0.484772,-1.40054
NC_010106,NC_003098,NaN,NaN,0.484772,-1.39095
NC_010106,NC_009848,NaN,NaN,0.484772,-1.39845
NC_010106,NC_018630,NaN,NaN,0.484772,-1.39218
NC_010106,NC_012469,NaN,NaN,0.484772,-1.39301
NC_010106,NC_015222,NaN,NaN,0.484772,-1.39868
NC_010106,NC_022528,458.0,NaN,NaN,-1.38258
# Std,,176.985,NaN,0.0,0.013
NC_010116,NC_023065,202.0,NaN,NaN,-1.35957
NC_010116,NC_001264,NaN,NaN,0.517779,-1.36341
NC_010116,NC_014623,NaN,NaN,NaN,-1.31578
# Std,,0.0,NaN,0.0,0.022
NC_010147,NC_017341,47526.0,NaN,0.792084,-1.34907
NC_010147,NC_021670,45652.0,NaN,0.805903,-1.3462
NC_010147,NC_009487,46030.0,NaN,0.799658,-1.31347
# Std,,809.168,NaN,0.006,0.016
NC_010179,NC_008530,22014.0,NaN,0.744641,-1.31908
NC_010179,NC_017477,388.0,30.0,0.5507850000000001,-1.34474
NC_010179,NC_008530,22014.0,NaN,0.744641,-1.31908
NC_010179,NC_008530,22014.0,NaN,0.744641,-1.31908
# Std,,9364.333,0.0,0.084,0.011
NC_010237,NC_017906,122914.0,NaN,0.821116,-1.33341
NC_010237,NC_017906,122914.0,NaN,0.821116,-1.33341
NC_010237,NC_017906,122914.0,NaN,0.821116,-1.33341
# Std,,0.0,NaN,0.0,0.0
NC_010275,NC_012668,66938.0,NaN,0.816997,-1.32399
NC_010275,NC_009456,19738.0,NaN,0.839294,-1.3817
NC_010275,NC_012583,19738.0,NaN,0.839294,-1.32415
NC_010275,NC_012668,66938.0,NaN,0.816997,-1.32399
# Std,,23600.0,NaN,0.011,0.025
NC_010324,NC_021818,152.0,NaN,NaN,-1.41818
NC_010324,NC_006512,86.0,NaN,0.484772,-1.40013
NC_010324,NC_012691,92.0,NaN,0.484772,-1.40574
NC_010324,NC_015185,72.0,NaN,0.484772,-1.39763
NC_010324,NC_017845,82.0,NaN,0.484772,-1.40657
NC_010324,NC_021286,86.0,NaN,0.484772,-1.40012
NC_010324,NC_014817,NaN,NaN,0.484772,-1.42803
NC_010324,NC_019815,NaN,NaN,0.484772,-1.39352
NC_010324,NC_013192,NaN,NaN,0.484772,-1.41024
NC_010324,NC_012982,NaN,NaN,0.484772,-1.39481
NC_010324,NC_008054,NaN,NaN,0.484772,-1.41836
NC_010324,NC_017469,NaN,NaN,0.484772,-1.41708
NC_010324,NC_010546,NaN,NaN,0.484772,-1.39847
NC_010324,NC_009707,NaN,NaN,0.484772,-1.4107
NC_010324,NC_020283,NaN,NaN,0.484772,-1.39259
NC_010324,NC_022738,NaN,NaN,0.484772,-1.46429
NC_010324,NC_020299,NaN,NaN,0.484772,-1.39366
NC_010324,NC_011296,NaN,NaN,0.484772,-1.39335
NC_010324,NC_008529,NaN,NaN,0.484772,-1.41721
NC_010324,NC_014727,NaN,NaN,0.484772,-1.41718
NC_010324,NC_014370,NaN,NaN,NaN,-1.38128
# Std,,26.198,NaN,0.0,0.017
NC_010325,NC_018065,86.0,NaN,NaN,-1.44297
NC_010325,NC_007798,74.0,NaN,0.517779,-1.41111
NC_010325,NC_013009,74.0,NaN,0.517779,-1.41212
NC_010325,NC_013418,72.0,NaN,0.517779,-1.41496
NC_010325,NC_022550,NaN,NaN,0.517779,-1.41422
NC_010325,NC_017924,NaN,NaN,0.517779,-1.41399
NC_010325,NC_013454,NaN,NaN,0.517779,-1.41419
NC_010325,NC_020195,NaN,NaN,0.517779,-1.41414
NC_010325,NC_001382,NaN,NaN,NaN,-1.38638
# Std,,5.545,NaN,0.0,0.013
NC_010326,NC_007434,154.0,NaN,NaN,-1.39509
NC_010326,NC_013947,50.0,NaN,0.484772,-1.35992
NC_010326,NC_015434,50.0,NaN,0.484772,-1.36378
NC_010326,NC_017218,50.0,NaN,0.484772,-1.36083
NC_010326,NC_020517,50.0,NaN,0.484772,-1.35629
NC_010326,NC_020990,50.0,NaN,0.484772,-1.37876
NC_010326,NC_022513,50.0,NaN,0.484772,-1.35167
NC_010326,NC_021177,NaN,NaN,0.484772,-1.36779
NC_010326,NC_010170,NaN,NaN,0.484772,-1.35595
NC_010326,NC_013524,NaN,NaN,0.484772,-1.35743
NC_010326,NC_006347,NaN,NaN,0.484772,-1.42457
NC_010326,NC_016002,NaN,NaN,0.484772,-1.34867
NC_010326,NC_016776,NaN,NaN,0.484772,-1.42407
NC_010326,NC_015675,NaN,NaN,0.484772,-1.35707
NC_010326,NC_022357,NaN,NaN,0.484772,-1.35645
NC_010326,NC_010676,NaN,NaN,0.484772,-1.367
NC_010326,NC_008686,NaN,NaN,0.484772,-1.36551
NC_010326,NC_003228,NaN,NaN,0.484772,-1.42367
NC_010326,NC_009664,NaN,NaN,0.484772,-1.38889
NC_010326,NC_022738,NaN,NaN,NaN,-1.33948
# Std,,36.392,NaN,0.0,0.025
NC_010353,NC_013853,3312.0,NaN,0.537086,-1.37908
NC_010353,NC_017563,60.0,30.0,0.484772,-1.37577
NC_010353,NC_017927,60.0,30.0,0.484772,-1.37481
NC_010353,NC_013853,3312.0,NaN,0.537086,-1.37908
NC_010353,NC_022593,364.0,NaN,0.537086,-1.37779
NC_010353,NC_013798,258.0,NaN,NaN,-1.37025
# Std,,1477.721,0.0,0.026,0.003
NC_010355,NC_009720,658.0,NaN,0.484772,-1.33726
NC_010355,NC_014323,52.0,NaN,0.517779,-1.34775
NC_010355,NC_016617,550.0,NaN,0.517779,-1.33901
NC_010355,NC_018027,50.0,NaN,0.517779,-1.34868
NC_010355,NC_018000,78.0,NaN,NaN,-1.33108
